,x,y
0,2390.1292776317127,1.1486214764706997
1,2310.5544576912707,1.13765044455342
2,2746.556935182606,0.9715253721698356
3,1972.7677245258033,1.4493865559040524
4,2683.5839728886226,1.11290085129071
5,2359.9168179168278,1.0612370266160305
6,2696.4565344936213,1.2490420115103187
7,1867.4791676483273,1.2929653960214023
8,2869.003222189076,1.0733433022083068
9,2077.768877069074,1.2211364278882364
10,1579.583600213907,1.8787272470701506
11,2032.1483821903364,1.2454742651944537
12,2229.181182533287,1.1800964923111406
13,2042.423950189104,1.3362833823385496
14,3100.152027628993,1.2555208283458257
15,2129.5757761086497,1.2538102192356422
16,1569.847387354248,1.6096031907719308
17,2749.5624304248777,1.1659977620028705
18,2194.9325285698196,0.8710548208112174
19,2689.395963372407,1.179448689446775
20,2393.856638509728,0.7752456856118946
21,3181.439522011524,1.463627838683219
22,3326.093549188722,1.4224154417759336
23,2367.602128300216,1.2722720971484123
24,2848.6675104657365,1.162772852821527
25,2814.1986706051844,0.9359559020859671
26,2517.9516083224694,1.0795870356397401
27,2566.193161141123,0.9548223679912398
28,1868.2108059097368,1.1943443550712722
29,2230.3911814055327,0.956754937721219
30,2776.8722972041187,1.2095599825014918
31,2707.5007704041113,0.9228624968871673
32,3022.21953957417,1.199436393823262
33,2165.260203348871,0.9333254223830525
34,2569.7346149993714,0.9111079092097651
35,2699.5935292301874,1.200429252830225
36,2667.0359994492474,0.9383827671418465
37,2919.556741771031,0.9053219799826262
38,2999.3685357906156,1.0450789049254818
39,3153.725400342741,1.1679252853349664
40,2908.7714751671465,1.041819269694584
41,2108.58401219193,1.1480049240795225
42,2491.193444577269,1.0521719025543215
43,2989.8307844531037,0.9965648255058077
44,2849.647211058561,0.9881456747174739
45,2183.7638477302667,1.2486097732258485
46,1796.2542887361267,1.4310899520290363
47,2489.7484329314107,1.049571801599406
48,2624.763095940036,1.0578852988166836
49,3428.7827489717038,1.5468311927450427
